person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,female,Bachelor,118711.0,1,MORTGAGE,4939.0,DEBTCONSOLIDATION,12.87,0.04,4.0,578,No,1
27.0,male,Master,13890.0,6,RENT,1647.0,MEDICAL,11.19,0.12,5.0,610,No,1
30.0,female,Master,76451.0,8,RENT,25000.0,MEDICAL,10.91,0.33,8.0,687,No,1
25.0,female,Master,57336.0,2,RENT,15000.0,PERSONAL,12.4,0.26,4.0,654,No,1
24.0,male,Bachelor,95699.0,2,MORTGAGE,10000.0,PERSONAL,14.03,0.1,4.0,693,No,1
25.0,female,High School,72201.0,1,RENT,15000.0,PERSONAL,10.22,0.21,3.0,634,No,1
22.0,female,Master,29474.0,0,RENT,1500.0,MEDICAL,18.79,0.05,4.0,515,No,1
24.0,male,Bachelor,24515.0,4,RENT,6234.0,PERSONAL,9.39,0.25,4.0,640,No,1
30.0,male,Bachelor,133395.0,8,MORTGAGE,14139.0,MEDICAL,16.82,0.11,7.0,690,No,1
26.0,male,High School,39352.0,2,RENT,12000.0,MEDICAL,10.77,0.3,5.0,543,No,1
25.0,female,Associate,47892.0,0,RENT,8173.0,PERSONAL,12.39,0.17,2.0,624,No,1
30.0,female,Master,84071.0,5,RENT,8566.0,HOMEIMPROVEMENT,11.42,0.1,5.0,656,No,1
22.0,female,High School,35777.0,2,RENT,4000.0,MEDICAL,15.02,0.11,4.0,697,No,1
24.0,female,High School,40629.0,2,RENT,10800.0,EDUCATION,12.18,0.27,5.0,613,No,1
27.0,male,Bachelor,76543.0,3,RENT,20000.0,MEDICAL,13.26,0.26,6.0,673,No,1
22.0,male,High School,42160.0,0,RENT,9600.0,EDUCATION,16.96,0.23,3.0,611,No,1
24.0,male,High School,63877.0,1,MORTGAGE,6235.0,DEBTCONSOLIDATION,13.71,0.1,3.0,509,No,1
24.0,female,Associate,65496.0,1,RENT,7000.0,DEBTCONSOLIDATION,15.33,0.11,3.0,604,No,1
24.0,male,Bachelor,72090.0,3,RENT,20000.0,MEDICAL,15.43,0.28,4.0,673,No,1
30.0,female,Associate,80169.0,8,RENT,10000.0,MEDICAL,15.74,0.12,6.0,690,No,1
25.0,female,Bachelor,56121.0,0,RENT,8000.0,EDUCATION,13.55,0.14,3.0,509,No,1
22.0,male,Bachelor,37017.0,0,RENT,10000.0,PERSONAL,11.98,0.27,4.0,609,No,1
27.0,male,Master,36119.0,1,RENT,9000.0,MEDICAL,13.17,0.25,6.0,649,No,1
24.0,male,High School,118910.0,3,RENT,15950.0,DEBTCONSOLIDATION,16.25,0.13,2.0,611,No,1
23.0,female,High School,60748.0,1,RENT,7584.0,MEDICAL,15.69,0.12,3.0,576,No,1
24.0,female,Associate,72976.0,4,RENT,20000.0,EDUCATION,11.04,0.27,2.0,650,No,1
28.0,female,Associate,36792.0,4,RENT,10000.0,DEBTCONSOLIDATION,8.96,0.27,6.0,682,No,1
27.0,male,Associate,73008.0,6,RENT,25000.0,EDUCATION,11.01,0.34,9.0,579,No,1
35.0,male,Associate,166235.0,12,MORTGAGE,14120.0,PERSONAL,8.76,0.08,8.0,586,No,1
26.0,female,Associate,54004.0,1,RENT,5000.0,HOMEIMPROVEMENT,15.64,0.09,4.0,658,No,1
31.0,female,Associate,87347.0,6,RENT,20946.0,EDUCATION,12.06,0.24,7.0,549,No,1
34.0,male,Associate,71389.0,12,MORTGAGE,17143.0,MEDICAL,16.78,0.24,9.0,567,No,1
28.0,male,Master,32084.0,3,RENT,12007.0,MEDICAL,11.33,0.37,7.0,599,No,1
25.0,female,Bachelor,56007.0,4,RENT,3466.0,DEBTCONSOLIDATION,12.49,0.06,3.0,676,No,1
29.0,male,Bachelor,80813.0,4,RENT,2668.0,DEBTCONSOLIDATION,12.63,0.03,5.0,675,No,1
30.0,female,High School,53877.0,7,RENT,15000.0,MEDICAL,10.13,0.28,6.0,646,No,1
22.0,female,Associate,54456.0,0,RENT,10838.0,PERSONAL,18.2,0.2,4.0,651,No,1
23.0,female,Associate,19413.0,4,RENT,3383.0,VENTURE,10.4,0.17,4.0,687,No,1
45.0,female,High School,37109.0,22,RENT,6000.0,VENTURE,12.46,0.16,11.0,679,No,1
23.0,female,High School,63746.0,0,MORTGAGE,10017.0,PERSONAL,14.11,0.16,3.0,604,No,1
35.0,female,Doctorate,22440.0,11,RENT,3990.0,PERSONAL,13.84,0.18,13.0,653,No,1
23.0,female,High School,71677.0,0,RENT,23774.0,DEBTCONSOLIDATION,17.72,0.33,2.0,629,No,1
29.0,male,Bachelor,140223.0,8,MORTGAGE,24962.0,PERSONAL,13.39,0.18,8.0,687,No,1
22.0,female,High School,61003.0,0,RENT,14970.0,DEBTCONSOLIDATION,15.44,0.25,3.0,620,No,1
31.0,female,Associate,166489.0,10,MORTGAGE,20686.0,HOMEIMPROVEMENT,17.91,0.12,8.0,699,No,1
24.0,female,Associate,92275.0,0,MORTGAGE,20000.0,HOMEIMPROVEMENT,15.11,0.22,5.0,588,No,1
28.0,female,Bachelor,33427.0,6,RENT,5000.0,MEDICAL,9.05,0.15,6.0,697,No,1
37.0,female,Associate,48980.0,10,RENT,21137.0,EDUCATION,15.9,0.43,14.0,611,No,1
32.0,male,High School,22182.0,12,RENT,4000.0,DEBTCONSOLIDATION,14.13,0.18,8.0,666,No,1
24.0,male,High School,39520.0,4,RENT,15000.0,EDUCATION,10.24,0.38,5.0,620,No,1
27.0,female,Associate,39216.0,5,RENT,15000.0,EDUCATION,11.4,0.38,7.0,596,No,1
22.0,female,Master,18158.0,0,RENT,4000.0,DEBTCONSOLIDATION,12.3,0.22,3.0,624,No,1
26.0,male,Bachelor,27792.0,3,RENT,2500.0,PERSONAL,7.2,0.09,4.0,709,No,1
27.0,female,Bachelor,42849.0,6,RENT,11500.0,DEBTCONSOLIDATION,15.92,0.27,5.0,681,No,1
23.0,male,Associate,29788.0,2,RENT,14075.0,VENTURE,11.01,0.47,4.0,580,No,1
37.0,female,High School,47606.0,17,RENT,1500.0,DEBTCONSOLIDATION,10.05,0.03,14.0,641,No,1
30.0,male,Bachelor,229465.0,8,MORTGAGE,11426.0,DEBTCONSOLIDATION,17.19,0.05,9.0,655,No,1
23.0,male,Bachelor,97823.0,0,RENT,24079.0,DEBTCONSOLIDATION,15.25,0.25,4.0,507,No,1
37.0,female,High School,41699.0,14,RENT,12000.0,PERSONAL,11.33,0.29,13.0,601,No,1
25.0,male,Associate,59699.0,2,MORTGAGE,5000.0,MEDICAL,10.39,0.08,3.0,681,No,1
34.0,male,Bachelor,26505.0,10,RENT,5000.0,HOMEIMPROVEMENT,13.45,0.19,8.0,669,No,1
35.0,male,Bachelor,22673.0,13,RENT,3000.0,PERSONAL,10.53,0.13,8.0,680,No,1
25.0,male,Master,37049.0,4,RENT,12000.0,DEBTCONSOLIDATION,5.98,0.32,4.0,699,No,1
23.0,male,Associate,33199.0,0,RENT,9193.0,EDUCATION,11.82,0.28,4.0,655,No,1
27.0,male,Bachelor,87328.0,7,MORTGAGE,5000.0,VENTURE,12.12,0.06,10.0,668,No,1
37.0,male,Master,63871.0,17,MORTGAGE,10247.0,PERSONAL,17.32,0.16,9.0,715,No,1
22.0,male,High School,64057.0,2,RENT,26056.0,EDUCATION,15.68,0.41,3.0,652,No,1
24.0,male,High School,19117.0,2,RENT,4139.0,HOMEIMPROVEMENT,13.38,0.22,3.0,496,No,1
31.0,male,Bachelor,47766.0,5,RENT,7500.0,DEBTCONSOLIDATION,11.94,0.16,7.0,632,No,1
30.0,male,Bachelor,32854.0,7,MORTGAGE,6101.0,HOMEIMPROVEMENT,15.2,0.19,6.0,691,No,1
26.0,male,Doctorate,57152.0,0,RENT,19733.0,MEDICAL,15.72,0.35,4.0,650,No,1
22.0,male,Bachelor,28213.0,2,RENT,7244.0,MEDICAL,11.09,0.26,4.0,663,No,1
24.0,male,High School,60698.0,0,RENT,16000.0,HOMEIMPROVEMENT,14.33,0.26,2.0,592,No,1
23.0,female,Associate,46136.0,0,RENT,7000.0,DEBTCONSOLIDATION,9.31,0.15,3.0,696,No,1
33.0,female,Bachelor,65651.0,10,RENT,15000.0,HOMEIMPROVEMENT,14.24,0.23,7.0,557,No,1
26.0,male,Associate,136297.0,3,RENT,12000.0,PERSONAL,15.37,0.09,5.0,637,No,1
27.0,female,Bachelor,65589.0,4,RENT,6000.0,HOMEIMPROVEMENT,15.47,0.09,7.0,668,No,1
40.0,male,Master,104301.0,20,MORTGAGE,8217.0,EDUCATION,7.91,0.08,17.0,742,No,1
25.0,female,High School,37118.0,2,RENT,10000.0,PERSONAL,11.01,0.27,4.0,637,No,1
25.0,female,Associate,35754.0,1,RENT,2500.0,MEDICAL,12.84,0.07,4.0,653,No,1
26.0,male,High School,94505.0,6,RENT,25000.0,VENTURE,13.21,0.26,4.0,634,No,1
26.0,female,Bachelor,58333.0,2,RENT,25297.0,EDUCATION,18.43,0.43,2.0,543,No,1
26.0,female,Associate,65587.0,4,RENT,10000.0,PERSONAL,10.67,0.15,4.0,680,No,1
27.0,male,Bachelor,58395.0,3,RENT,25000.0,EDUCATION,10.59,0.43,7.0,682,No,1
28.0,male,Bachelor,63238.0,6,RENT,16000.0,DEBTCONSOLIDATION,14.05,0.25,5.0,629,No,1
22.0,female,High School,15173.0,0,RENT,1775.0,MEDICAL,9.35,0.12,3.0,645,No,1
25.0,male,Master,80971.0,0,RENT,21605.0,MEDICAL,11.55,0.27,6.0,547,No,1
29.0,female,High School,137189.0,6,MORTGAGE,10000.0,DEBTCONSOLIDATION,10.62,0.07,6.0,580,No,1
22.0,male,High School,36962.0,0,RENT,8000.0,VENTURE,16.23,0.22,3.0,565,No,1
27.0,female,Bachelor,58314.0,5,RENT,16000.0,MEDICAL,12.67,0.27,7.0,629,No,1
23.0,male,Associate,23561.0,1,OWN,13897.0,PERSONAL,8.67,0.59,3.0,671,No,1
23.0,male,Bachelor,66644.0,5,RENT,19158.0,DEBTCONSOLIDATION,14.35,0.29,4.0,675,No,1
33.0,male,Bachelor,23781.0,11,OWN,4584.0,PERSONAL,14.25,0.19,11.0,697,No,1
25.0,female,Master,61205.0,3,RENT,18000.0,EDUCATION,8.0,0.29,5.0,672,No,1
32.0,male,Associate,34006.0,12,RENT,5000.0,MEDICAL,11.08,0.15,9.0,727,No,1
23.0,male,Master,55937.0,0,RENT,6188.0,DEBTCONSOLIDATION,11.2,0.11,4.0,565,No,1
31.0,female,Bachelor,35973.0,7,RENT,15075.0,MEDICAL,11.01,0.42,10.0,659,No,1
38.0,male,Associate,58841.0,14,OTHER,19057.0,PERSONAL,15.01,0.32,16.0,582,No,1
22.0,female,Master,40233.0,0,RENT,10000.0,EDUCATION,12.25,0.25,4.0,681,No,1
26.0,female,High School,53891.0,1,RENT,23987.0,DEBTCONSOLIDATION,10.01,0.45,6.0,555,No,1
34.0,male,High School,51336.0,13,RENT,14008.0,DEBTCONSOLIDATION,15.7,0.27,9.0,544,No,1
22.0,female,High School,31405.0,3,RENT,8500.0,MEDICAL,13.22,0.27,2.0,563,No,1
22.0,female,High School,51522.0,0,RENT,8243.0,DEBTCONSOLIDATION,11.62,0.16,3.0,567,No,1
26.0,female,High School,62383.0,5,RENT,5000.0,DEBTCONSOLIDATION,12.42,0.08,4.0,582,No,1
23.0,male,Bachelor,22487.0,1,RENT,6000.0,HOMEIMPROVEMENT,6.76,0.27,3.0,626,No,1
24.0,female,Bachelor,20464.0,1,RENT,4159.0,EDUCATION,10.39,0.2,4.0,593,No,1
26.0,female,Bachelor,18914.0,3,RENT,3000.0,EDUCATION,11.12,0.16,6.0,620,No,1
22.0,female,High School,35934.0,0,RENT,4200.0,MEDICAL,12.02,0.12,3.0,626,No,1
23.0,female,Bachelor,65778.0,3,RENT,20000.0,VENTURE,11.13,0.3,2.0,641,No,1
24.0,male,High School,61966.0,0,MORTGAGE,12000.0,DEBTCONSOLIDATION,17.43,0.19,4.0,617,No,1
24.0,female,Associate,14090.0,0,RENT,3527.0,DEBTCONSOLIDATION,11.78,0.25,3.0,668,No,1
30.0,female,High School,16118.0,7,RENT,2036.0,PERSONAL,15.53,0.13,7.0,569,No,1
33.0,male,Associate,44165.0,10,RENT,12238.0,MEDICAL,8.95,0.28,8.0,707,No,1
23.0,male,Associate,40878.0,1,RENT,2793.0,HOMEIMPROVEMENT,15.62,0.07,4.0,563,No,1
25.0,female,Associate,65994.0,3,RENT,7000.0,DEBTCONSOLIDATION,15.51,0.11,3.0,646,No,1
25.0,male,Bachelor,60841.0,0,RENT,2100.0,MEDICAL,11.49,0.03,3.0,666,No,1
26.0,female,High School,52750.0,0,RENT,14400.0,MEDICAL,9.23,0.27,4.0,539,No,1
28.0,female,Master,71402.0,8,MORTGAGE,20000.0,MEDICAL,14.58,0.28,10.0,680,No,1
23.0,female,High School,18203.0,0,RENT,3000.0,HOMEIMPROVEMENT,14.63,0.16,3.0,558,No,1
25.0,female,Bachelor,59812.0,0,RENT,9600.0,EDUCATION,8.46,0.16,4.0,709,No,1
29.0,female,High School,51834.0,4,RENT,1181.0,VENTURE,13.24,0.02,10.0,658,No,1
29.0,male,High School,46800.0,9,RENT,1500.0,MEDICAL,12.53,0.03,8.0,694,No,1
27.0,female,Master,76634.0,6,RENT,20000.0,MEDICAL,12.86,0.26,5.0,519,No,1
24.0,female,Bachelor,96852.0,1,MORTGAGE,6182.0,PERSONAL,12.77,0.06,3.0,602,No,1
28.0,male,Bachelor,202887.0,5,RENT,14611.0,HOMEIMPROVEMENT,15.96,0.07,8.0,671,No,1
30.0,male,High School,58515.0,5,RENT,6740.0,PERSONAL,15.62,0.12,10.0,668,No,1
25.0,female,High School,46572.0,0,RENT,20000.0,MEDICAL,13.47,0.43,2.0,601,No,1
32.0,female,Master,41845.0,10,RENT,9326.0,VENTURE,10.72,0.22,9.0,724,No,1
22.0,male,Bachelor,45033.0,0,RENT,18655.0,EDUCATION,7.9,0.41,3.0,633,No,1
32.0,female,Master,68461.0,8,RENT,8999.0,MEDICAL,14.45,0.13,6.0,683,No,1
36.0,male,Bachelor,70769.0,13,MORTGAGE,9588.0,MEDICAL,16.68,0.14,14.0,703,No,1
32.0,female,Associate,30932.0,11,RENT,11216.0,PERSONAL,8.27,0.36,5.0,671,No,1
31.0,female,Bachelor,76215.0,10,RENT,20000.0,VENTURE,11.81,0.26,7.0,717,No,1
25.0,female,Bachelor,61014.0,1,RENT,18000.0,VENTURE,12.43,0.3,4.0,695,No,1
30.0,male,Master,83613.0,5,RENT,11517.0,VENTURE,13.23,0.14,8.0,689,No,1
33.0,female,Associate,130838.0,7,MORTGAGE,25000.0,DEBTCONSOLIDATION,18.49,0.19,8.0,667,No,1
29.0,female,Master,51397.0,6,RENT,4585.0,EDUCATION,9.4,0.09,6.0,680,No,1
25.0,female,Bachelor,43954.0,5,RENT,11000.0,MEDICAL,11.51,0.25,4.0,668,No,1
28.0,female,High School,30847.0,5,RENT,12000.0,PERSONAL,10.26,0.39,8.0,617,No,1
27.0,female,Bachelor,38459.0,4,RENT,10470.0,MEDICAL,11.5,0.27,6.0,577,No,1
28.0,male,Bachelor,34005.0,7,RENT,2091.0,DEBTCONSOLIDATION,14.33,0.06,7.0,642,No,1
35.0,male,Associate,65374.0,12,MORTGAGE,7800.0,MEDICAL,14.85,0.12,7.0,635,No,1
30.0,male,Bachelor,94671.0,6,RENT,25000.0,PERSONAL,12.7,0.26,7.0,653,No,1
26.0,male,Bachelor,44275.0,4,RENT,4000.0,MEDICAL,13.83,0.09,3.0,695,No,1
34.0,female,Doctorate,71574.0,12,RENT,17023.0,MEDICAL,17.44,0.24,10.0,677,No,1
23.0,female,Associate,20424.0,0,RENT,5000.0,PERSONAL,12.08,0.24,3.0,587,No,1
26.0,male,High School,57335.0,7,RENT,7891.0,MEDICAL,13.38,0.14,5.0,606,No,1
26.0,female,Associate,72070.0,1,RENT,20000.0,EDUCATION,14.52,0.28,3.0,669,No,1
24.0,male,Bachelor,36836.0,2,RENT,10000.0,EDUCATION,13.85,0.27,2.0,594,No,1
37.0,male,Associate,94754.0,15,MORTGAGE,5591.0,DEBTCONSOLIDATION,10.67,0.06,12.0,705,No,1
26.0,female,High School,59836.0,5,RENT,12000.0,DEBTCONSOLIDATION,13.96,0.2,6.0,604,No,1
26.0,male,High School,35415.0,2,RENT,14906.0,MEDICAL,8.82,0.42,3.0,632,No,1
31.0,male,High School,23847.0,4,RENT,5000.0,VENTURE,10.86,0.21,9.0,651,No,1
24.0,male,Master,35473.0,0,RENT,8000.0,EDUCATION,13.84,0.23,2.0,514,No,1
34.0,female,Master,46045.0,14,RENT,12157.0,EDUCATION,15.08,0.26,12.0,645,No,1
29.0,male,Bachelor,65919.0,3,RENT,15000.0,HOMEIMPROVEMENT,11.27,0.23,5.0,661,No,1
29.0,female,Bachelor,8248.0,8,RENT,3057.0,VENTURE,9.29,0.37,9.0,712,No,1
37.0,male,High School,63413.0,16,RENT,14965.0,EDUCATION,18.02,0.24,15.0,595,No,1
22.0,female,High School,37070.0,1,RENT,5570.0,HOMEIMPROVEMENT,14.29,0.15,3.0,651,No,1
25.0,male,Master,47546.0,1,RENT,3531.0,DEBTCONSOLIDATION,13.2,0.07,6.0,648,No,1
26.0,male,Associate,68881.0,3,RENT,20000.0,MEDICAL,17.24,0.29,4.0,672,No,1
25.0,female,High School,47873.0,4,RENT,16000.0,VENTURE,14.9,0.33,3.0,580,No,1
24.0,male,Master,69365.0,1,RENT,4452.0,DEBTCONSOLIDATION,10.46,0.06,3.0,684,No,1
26.0,female,Bachelor,70880.0,2,MORTGAGE,5245.0,MEDICAL,19.43,0.07,3.0,457,No,1
27.0,female,High School,53858.0,4,RENT,10000.0,VENTURE,15.34,0.19,7.0,561,No,1
24.0,male,High School,51478.0,2,RENT,10000.0,HOMEIMPROVEMENT,15.25,0.19,3.0,649,No,1
24.0,female,Associate,31173.0,0,RENT,8500.0,MEDICAL,12.81,0.27,2.0,616,No,1
36.0,male,High School,65929.0,12,MORTGAGE,5000.0,VENTURE,12.91,0.08,11.0,657,No,1
25.0,male,Bachelor,83677.0,6,RENT,20000.0,DEBTCONSOLIDATION,15.12,0.24,5.0,670,No,1
27.0,male,Bachelor,34733.0,7,RENT,8626.0,EDUCATION,14.03,0.25,7.0,644,No,1
23.0,male,High School,54825.0,0,RENT,10019.0,HOMEIMPROVEMENT,15.91,0.18,2.0,677,No,1
28.0,male,Associate,130756.0,8,MORTGAGE,25000.0,DEBTCONSOLIDATION,14.64,0.19,6.0,656,No,1
23.0,female,Associate,71834.0,1,RENT,3000.0,MEDICAL,13.73,0.04,3.0,570,No,1
28.0,female,Associate,55036.0,2,RENT,20000.0,MEDICAL,10.75,0.36,7.0,649,No,1
23.0,male,High School,106532.0,3,MORTGAGE,25000.0,VENTURE,15.59,0.23,3.0,586,No,1
34.0,male,High School,136471.0,12,MORTGAGE,19964.0,DEBTCONSOLIDATION,12.49,0.15,7.0,677,No,1
22.0,female,Associate,59584.0,1,RENT,10418.0,DEBTCONSOLIDATION,9.15,0.17,2.0,593,No,1
24.0,female,High School,15981.0,0,RENT,2500.0,VENTURE,12.35,0.16,2.0,593,No,1
30.0,male,Bachelor,58844.0,3,RENT,14356.0,PERSONAL,12.49,0.24,7.0,680,No,1
27.0,male,Bachelor,84450.0,2,MORTGAGE,20000.0,DEBTCONSOLIDATION,13.87,0.24,4.0,680,No,1
27.0,female,Master,43231.0,4,RENT,6952.0,MEDICAL,15.01,0.16,8.0,679,No,1
23.0,male,High School,65503.0,2,RENT,10000.0,PERSONAL,15.4,0.15,4.0,607,No,1
28.0,female,Associate,36900.0,4,RENT,10000.0,VENTURE,9.53,0.27,5.0,548,No,1
23.0,male,Bachelor,24079.0,0,RENT,6000.0,HOMEIMPROVEMENT,10.19,0.25,3.0,640,No,1
29.0,male,Master,23030.0,6,RENT,3200.0,PERSONAL,10.14,0.14,7.0,701,No,1
31.0,male,Associate,36886.0,6,RENT,14958.0,HOMEIMPROVEMENT,10.24,0.41,6.0,621,No,1
22.0,male,Bachelor,22169.0,0,RENT,3000.0,DEBTCONSOLIDATION,7.9,0.14,3.0,660,No,1
32.0,male,Bachelor,80826.0,6,RENT,14939.0,MEDICAL,11.01,0.18,5.0,676,No,1
30.0,female,Bachelor,65948.0,6,RENT,12000.0,DEBTCONSOLIDATION,15.19,0.18,7.0,666,No,1
26.0,male,Bachelor,91555.0,4,RENT,17663.0,EDUCATION,16.84,0.19,7.0,484,No,1
24.0,female,High School,66001.0,0,RENT,5055.0,EDUCATION,12.17,0.08,3.0,638,No,1
28.0,female,Associate,89867.0,3,RENT,16342.0,HOMEIMPROVEMENT,14.51,0.18,5.0,633,No,1
35.0,male,Master,66981.0,8,MORTGAGE,5832.0,MEDICAL,11.4,0.09,10.0,682,No,1
23.0,male,Associate,39713.0,1,RENT,10000.0,EDUCATION,8.52,0.25,3.0,654,No,1
25.0,male,Master,22735.0,0,RENT,9988.0,HOMEIMPROVEMENT,12.07,0.44,3.0,687,No,1
22.0,male,High School,19349.0,0,RENT,4838.0,PERSONAL,8.59,0.25,4.0,559,No,1
23.0,female,Bachelor,76322.0,4,RENT,16000.0,MEDICAL,15.35,0.21,4.0,623,No,1
26.0,female,Bachelor,112360.0,7,MORTGAGE,20000.0,MEDICAL,13.95,0.18,6.0,495,No,1
24.0,female,Associate,111138.0,0,MORTGAGE,15740.0,MEDICAL,16.03,0.14,3.0,628,No,1
26.0,female,Bachelor,79010.0,5,RENT,20000.0,MEDICAL,11.87,0.25,3.0,665,No,1
31.0,male,Bachelor,25106.0,9,RENT,8189.0,MEDICAL,13.08,0.33,10.0,618,No,1
30.0,female,Associate,223547.0,6,MORTGAGE,6801.0,MEDICAL,15.97,0.03,6.0,491,No,1
34.0,male,Bachelor,88533.0,12,MORTGAGE,7500.0,PERSONAL,15.66,0.08,6.0,621,No,1
30.0,male,Bachelor,39761.0,4,RENT,11000.0,DEBTCONSOLIDATION,7.24,0.28,8.0,574,No,1
25.0,female,Bachelor,56412.0,2,RENT,18192.0,DEBTCONSOLIDATION,13.44,0.32,3.0,649,No,1
23.0,male,Associate,31291.0,2,RENT,10000.0,VENTURE,9.45,0.32,3.0,680,No,1
39.0,male,High School,58852.0,13,MORTGAGE,5778.0,PERSONAL,13.85,0.1,13.0,630,No,1
35.0,male,Master,89663.0,12,MORTGAGE,10000.0,VENTURE,16.72,0.11,12.0,710,No,1
31.0,female,Associate,24876.0,6,RENT,4000.0,DEBTCONSOLIDATION,12.53,0.16,8.0,584,No,1
25.0,female,Bachelor,44244.0,2,RENT,15239.0,VENTURE,16.04,0.34,3.0,667,No,1
21.0,female,High School,56193.0,2,RENT,5011.0,PERSONAL,11.33,0.09,4.0,680,No,1
25.0,female,Master,41822.0,0,MORTGAGE,6000.0,DEBTCONSOLIDATION,15.44,0.14,3.0,648,No,1
24.0,male,Bachelor,37117.0,0,RENT,15000.0,DEBTCONSOLIDATION,15.52,0.4,3.0,657,No,1
31.0,female,Associate,55200.0,6,RENT,7538.0,MEDICAL,15.16,0.14,7.0,625,No,1
28.0,female,Master,34719.0,3,RENT,8700.0,EDUCATION,14.61,0.25,9.0,635,No,1
27.0,female,High School,36410.0,5,RENT,7000.0,EDUCATION,9.78,0.19,6.0,658,No,1
29.0,male,Master,34123.0,6,RENT,8577.0,EDUCATION,19.36,0.25,9.0,696,No,1
35.0,male,High School,31611.0,12,RENT,5000.0,DEBTCONSOLIDATION,12.39,0.16,7.0,679,No,1
29.0,female,Bachelor,99366.0,8,RENT,17122.0,VENTURE,20.0,0.17,10.0,697,No,1
23.0,male,High School,32494.0,0,RENT,10000.0,EDUCATION,9.29,0.31,3.0,596,No,1
25.0,male,Bachelor,75268.0,6,RENT,20240.0,MEDICAL,16.87,0.27,4.0,700,No,1
22.0,male,Bachelor,46753.0,1,RENT,15000.0,PERSONAL,9.41,0.32,4.0,499,No,1
37.0,female,Associate,16699.0,16,RENT,2500.0,VENTURE,10.69,0.15,12.0,652,No,1
27.0,female,High School,57608.0,0,RENT,15000.0,VENTURE,8.72,0.26,10.0,609,No,1
31.0,male,Associate,35213.0,9,RENT,14688.0,MEDICAL,15.93,0.42,10.0,609,No,1
23.0,male,Bachelor,15465.0,2,RENT,2059.0,EDUCATION,8.69,0.13,4.0,669,No,1
30.0,male,Doctorate,310882.0,8,MORTGAGE,25000.0,MEDICAL,16.77,0.08,7.0,711,No,1
24.0,female,Master,18751.0,3,RENT,6000.0,MEDICAL,11.49,0.32,4.0,682,No,1
26.0,male,High School,50982.0,3,RENT,10000.0,DEBTCONSOLIDATION,13.14,0.2,4.0,682,No,1
24.0,female,Bachelor,31020.0,0,RENT,5000.0,DEBTCONSOLIDATION,9.28,0.16,3.0,507,No,1
27.0,male,Bachelor,59708.0,5,RENT,4694.0,DEBTCONSOLIDATION,14.72,0.08,5.0,658,No,1
29.0,male,Associate,52740.0,6,RENT,14423.0,DEBTCONSOLIDATION,7.84,0.27,9.0,652,No,1
30.0,male,High School,230150.0,5,MORTGAGE,11701.0,PERSONAL,17.22,0.05,9.0,577,No,1
23.0,male,Master,30266.0,0,RENT,12250.0,PERSONAL,13.16,0.4,4.0,706,No,1
24.0,male,Associate,71422.0,0,RENT,22920.0,DEBTCONSOLIDATION,12.12,0.32,5.0,598,No,1
25.0,male,High School,24290.0,2,RENT,5000.0,VENTURE,9.79,0.21,3.0,553,No,1
30.0,female,Bachelor,83213.0,8,MORTGAGE,18000.0,PERSONAL,15.79,0.22,7.0,696,No,1
22.0,female,High School,37188.0,0,RENT,10000.0,MEDICAL,11.72,0.27,4.0,523,No,1
25.0,male,Bachelor,21512.0,3,RENT,4964.0,HOMEIMPROVEMENT,6.95,0.23,3.0,602,No,1
24.0,male,Associate,17987.0,0,RENT,4027.0,DEBTCONSOLIDATION,10.76,0.22,3.0,669,No,1
23.0,male,Associate,36911.0,2,RENT,7200.0,MEDICAL,8.91,0.2,3.0,680,No,1
33.0,male,High School,48762.0,9,RENT,15000.0,MEDICAL,12.16,0.31,7.0,597,No,1
23.0,female,High School,35910.0,0,RENT,8000.0,MEDICAL,16.93,0.22,3.0,570,No,1
30.0,female,Bachelor,31103.0,6,RENT,12000.0,PERSONAL,10.62,0.39,7.0,718,No,1
33.0,female,High School,44208.0,11,RENT,12283.0,VENTURE,7.7,0.28,9.0,654,No,1
28.0,female,Bachelor,59688.0,6,RENT,12000.0,DEBTCONSOLIDATION,14.49,0.2,5.0,714,No,1
23.0,female,High School,29791.0,0,RENT,5000.0,HOMEIMPROVEMENT,14.95,0.17,4.0,628,No,1
30.0,male,Master,13829.0,4,RENT,2435.0,EDUCATION,9.99,0.18,7.0,622,No,1
31.0,female,Master,36743.0,9,RENT,13798.0,MEDICAL,12.45,0.38,8.0,680,No,1
23.0,female,High School,53835.0,2,RENT,3632.0,HOMEIMPROVEMENT,13.35,0.07,3.0,613,No,1
30.0,male,Bachelor,73027.0,10,RENT,18814.0,MEDICAL,14.45,0.26,6.0,646,No,1
23.0,female,Bachelor,37152.0,2,RENT,6000.0,EDUCATION,14.89,0.16,4.0,615,No,1
24.0,female,High School,56493.0,0,RENT,20000.0,DEBTCONSOLIDATION,11.7,0.35,3.0,498,No,1
47.0,male,Associate,274296.0,25,MORTGAGE,25000.0,MEDICAL,15.48,0.09,13.0,582,No,1
24.0,female,Associate,100576.0,4,RENT,28000.0,VENTURE,16.21,0.28,4.0,679,No,1
22.0,male,Associate,35917.0,0,RENT,9000.0,MEDICAL,11.0,0.25,2.0,686,No,1
31.0,female,Bachelor,18250.0,12,RENT,4803.0,VENTURE,14.67,0.26,9.0,672,No,1
